codigo_cliente,rango_morosidad,monto_credito,monto_por_vencer,monto_vencido,intereses,producto_host,dias_mora,gestor,recibe_sueldo_fijo,provincia_cliente,region,sector_general
DNI-7457370,6 - 15 DIAS,6681.0,5061.21,0.0,133.16,PRECISO,13,DIGITAL,SÍ,BOLIVAR,SIERRA,INDUSTRIA
DNI-4608120,6 - 15 DIAS,13000.0,0.0,242.59,280.2,PRECISO,15,DIGITAL,SÍ,NAPO,AMAZONIA,SERVICIOS
DNI-3141607,16 - 30 DIAS,41384.56,0.0,249.18,468.83,AUTOS,24,DIGITAL,SÍ,GUAYAS,COSTA,TECNOLOGÍA Y TELECOMUNICACIONES
DNI-143432,16 - 30 DIAS,2790.0,0.0,59.19,17.87,PRECISO,17,DIGITAL,NO,PICHINCHA,SIERRA,AGROPECUARIO
DNI-8192267,6 - 15 DIAS,37066.0,0.0,491.44,812.84,PRECISO,12,RED COMERCIAL,SÍ,CAÑAR,SIERRA,SERVICIOS
DNI-9156325,6 - 15 DIAS,7000.0,3813.57,0.0,78.93,PRECISO,12,RED COMERCIAL,NO,CARCHI,SIERRA,SECTOR PÚBLICO
DNI-4296800,16 - 30 DIAS,4000.0,1441.81,0.0,34.86,PRECISO,30,DIGITAL,NO,IMBABURA,SIERRA,CONSTRUCCIÓN
DNI-2965787,6 - 15 DIAS,4500.0,3023.47,0.0,68.36,PRECISO,13,RED COMERCIAL,SÍ,CARCHI,SIERRA,SECTOR PÚBLICO
DNI-7664026,16 - 30 DIAS,16948.0,0.0,264.85,374.95,PRECISO,23,RED COMERCIAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-389617,16 - 30 DIAS,34855.0,0.0,547.96,649.88,PRECISO,22,DIGITAL,SÍ,CARCHI,SIERRA,TRANSPORTE Y LOGÍSTICA
DNI-9610129,6 - 15 DIAS,2665.0,2055.2,0.0,49.38,PRECISO,13,DIGITAL,SÍ,PICHINCHA,SIERRA,SECTOR PÚBLICO
DNI-8419860,16 - 30 DIAS,9149.0,7546.19,0.0,174.12,PRECISO,25,DIGITAL,NO,CARCHI,SIERRA,SECTOR PÚBLICO
DNI-6457252,6 - 15 DIAS,11500.0,10335.0,0.0,231.55,PRECISO,12,DIGITAL,NO,CARCHI,SIERRA,SECTOR PÚBLICO
DNI-8350575,16 - 30 DIAS,6040.0,4249.26,0.0,106.22,PRECISO,30,DIGITAL,NO,CARCHI,SIERRA,COMERCIO
DNI-5636587,6 - 15 DIAS,1338.0,1279.27,0.0,29.13,PRECISO,13,DIGITAL,SÍ,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-6110204,31 - 60 DIAS,4000.0,0.0,54.65,101.2,PRECISO,52,DIGITAL,SÍ,COTOPAXI,SIERRA,SERVICIOS
DNI-7268717,31 - 60 DIAS,3638.0,0.0,67.43,93.13,PRECISO,40,DIGITAL,SÍ,GUAYAS,COSTA,TRANSPORTE Y LOGÍSTICA
DNI-3830888,16 - 30 DIAS,9000.0,0.0,19.12,43.07,PRECISO,17,DIGITAL,NO,GUAYAS,COSTA,EDUCACIÓN Y SALUD
DNI-6305253,16 - 30 DIAS,3500.0,1269.58,0.0,29.95,PRECISO,27,DIGITAL,SÍ,PICHINCHA,SIERRA,INDUSTRIA
DNI-6472913,16 - 30 DIAS,3259.0,2682.02,0.0,36.73,PRECISO,30,DIGITAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-6952462,31 - 60 DIAS,5831.0,0.0,115.58,104.93,PRECISO,60,DIGITAL,NO,GUAYAS,COSTA,CONSTRUCCIÓN
DNI-4796948,16 - 30 DIAS,1613.0,0.0,29.99,30.32,PRECISO,21,DIGITAL,SÍ,GUAYAS,COSTA,EDUCACIÓN Y SALUD
DNI-2020985,16 - 30 DIAS,17250.17,0.0,335.99,273.31,AUTOS,20,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-3376869,6 - 15 DIAS,3636.0,0.0,63.01,83.74,PRECISO,12,DIGITAL,NO,GUAYAS,COSTA,CONSTRUCCIÓN
DNI-9492283,31 - 60 DIAS,17000.0,0.0,219.26,391.3,PRECISO,54,DIGITAL,SÍ,IMBABURA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-7263002,6 - 15 DIAS,9284.0,0.0,227.13,77.92,PRECISO,12,DIGITAL,SÍ,PICHINCHA,SIERRA,TRANSPORTE Y LOGÍSTICA
DNI-7286193,6 - 15 DIAS,6560.0,4492.31,0.0,57.79,PRECISO,12,DIGITAL,SÍ,IMBABURA,SIERRA,COMERCIO
DNI-4878653,16 - 30 DIAS,14135.0,8121.73,0.0,202.83,PRECISO,30,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-2496100,16 - 30 DIAS,8588.0,0.0,124.58,194.85,PRECISO,23,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-9696113,6 - 15 DIAS,9068.0,0.0,125.74,171.34,PRECISO,12,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-9063316,6 - 15 DIAS,3032.0,1691.58,0.0,44.22,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-1370314,31 - 60 DIAS,16265.0,0.0,117.05,490.27,PRECISO,35,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-5508040,16 - 30 DIAS,6262.0,0.0,114.78,47.57,PRECISO,22,DIGITAL,NO,COTOPAXI,SIERRA,COMERCIO
DNI-1781309,31 - 60 DIAS,10059.0,0.0,114.75,273.04,PRECISO,42,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-1864129,6 - 15 DIAS,6000.0,5168.74,0.0,132.16,PRECISO,10,DIGITAL,SÍ,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-7506837,31 - 60 DIAS,12640.0,0.0,102.55,38.41,PRECISO,53,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,SERVICIOS
DNI-7034267,16 - 30 DIAS,7055.0,0.0,120.45,181.98,PRECISO,25,DIGITAL,SÍ,PICHINCHA,SIERRA,TECNOLOGÍA Y TELECOMUNICACIONES
DNI-9846477,6 - 15 DIAS,13285.0,0.0,184.21,158.69,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-2494319,16 - 30 DIAS,4627.0,0.0,29.51,33.7,PRECISO,25,DIGITAL,NO,NAPO,AMAZONIA,SIN ACTIVIDAD ECONÓMICA
DNI-4357602,6 - 15 DIAS,7100.0,0.0,122.96,162.89,PRECISO,13,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-4494865,31 - 60 DIAS,1887.0,0.0,35.76,46.49,PRECISO,35,DIGITAL,SÍ,PICHINCHA,SIERRA,INDUSTRIA
DNI-3625925,6 - 15 DIAS,2100.0,2038.68,0.0,48.69,PRECISO,10,DIGITAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-7115430,6 - 15 DIAS,6285.0,0.0,69.94,111.59,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,SECTOR PÚBLICO
DNI-1294518,6 - 15 DIAS,2556.0,1771.74,0.0,42.16,PRECISO,12,DIGITAL,SÍ,PICHINCHA,SIERRA,AGROPECUARIO
DNI-3604683,31 - 60 DIAS,2267.0,1412.21,0.0,38.91,PRECISO,56,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-89962,16 - 30 DIAS,6399.0,4160.69,0.0,95.04,PRECISO,27,DIGITAL,NO,PICHINCHA,SIERRA,INDUSTRIA
DNI-5809840,31 - 60 DIAS,14150.0,12041.41,0.0,287.68,PRECISO,31,DIGITAL,NO,ORELLANA,AMAZONIA,TRANSPORTE Y LOGÍSTICA
DNI-2599488,6 - 15 DIAS,10502.0,0.0,57.41,145.2,PRECISO,13,DIGITAL,NO,PICHINCHA,SIERRA,SECTOR PÚBLICO
DNI-7709437,16 - 30 DIAS,2267.0,0.0,30.5,68.7,PRECISO,18,DIGITAL,NO,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-5550551,16 - 30 DIAS,2362.0,1434.4,0.0,26.43,PRECISO,25,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-7682119,16 - 30 DIAS,22073.38,0.0,294.4,322.73,AUTOS,30,DIGITAL,NO,IMBABURA,SIERRA,COMERCIO
DNI-2797007,6 - 15 DIAS,11300.0,0.0,234.12,181.4,PRECISO,10,DIGITAL,SÍ,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-6095372,31 - 60 DIAS,2465.0,1917.53,0.0,70.22,PRECISO,31,DIGITAL,SÍ,PICHINCHA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-3757878,31 - 60 DIAS,17693.0,0.0,264.5,399.59,PRECISO,38,DIGITAL,NO,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-7675171,16 - 30 DIAS,2500.0,0.0,109.34,27.56,PRECISO,27,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-6642544,31 - 60 DIAS,19996.0,0.0,285.87,442.43,PRECISO,41,DIGITAL,NO,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-3077670,16 - 30 DIAS,3836.0,0.0,89.98,52.4,PRECISO,19,DIGITAL,SÍ,GUAYAS,COSTA,SERVICIOS
DNI-8629761,16 - 30 DIAS,8587.0,7413.17,0.0,193.52,PRECISO,30,DIGITAL,NO,MANABI,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-1815350,16 - 30 DIAS,9500.0,6137.4,0.0,142.51,PRECISO,26,DIGITAL,SÍ,PICHINCHA,SIERRA,CONSTRUCCIÓN
DNI-8033132,6 - 15 DIAS,3000.0,0.0,56.31,30.03,PRECISO,13,RED COMERCIAL,NO,LOS RIOS,COSTA,AGROPECUARIO
DNI-4570487,16 - 30 DIAS,11376.0,8773.39,0.0,204.15,PRECISO,18,RED COMERCIAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-7814858,16 - 30 DIAS,6681.0,0.0,90.64,172.28,PRECISO,25,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-6067890,16 - 30 DIAS,18373.0,0.0,258.66,385.13,PRECISO,23,DIGITAL,NO,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-5837,16 - 30 DIAS,21517.64,0.0,378.07,974.55,AUTOS,20,RED COMERCIAL,NO,PICHINCHA,SIERRA,TRANSPORTE Y LOGÍSTICA
DNI-768325,16 - 30 DIAS,1510.0,0.0,28.62,28.26,PRECISO,30,RED COMERCIAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-6652331,16 - 30 DIAS,1500.0,0.0,18.17,43.96,AUTOS,20,RED COMERCIAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-4255899,16 - 30 DIAS,6560.0,0.0,77.13,195.71,PRECISO,30,DIGITAL,NO,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-4869915,16 - 30 DIAS,2941.0,0.0,35.12,74.56,PRECISO,19,DIGITAL,NO,TUNGURAHUA,SIERRA,SERVICIOS
DNI-3627314,6 - 15 DIAS,5938.0,3836.25,0.0,97.81,PRECISO,12,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-6320270,16 - 30 DIAS,3369.0,0.0,78.69,44.5,PRECISO,22,DIGITAL,NO,NAPO,AMAZONIA,SERVICIOS
DNI-7185281,16 - 30 DIAS,7158.0,0.0,94.64,182.02,PRECISO,21,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-2077591,16 - 30 DIAS,23654.0,0.0,298.79,249.18,AUTOS,26,DIGITAL,SÍ,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-6521558,16 - 30 DIAS,1784.0,0.0,34.3,39.66,PRECISO,20,RED COMERCIAL,NO,PICHINCHA,SIERRA,INDUSTRIA
DNI-5843735,16 - 30 DIAS,5000.0,3500.57,0.0,85.73,PRECISO,16,DIGITAL,SÍ,PICHINCHA,SIERRA,SECTOR PÚBLICO
DNI-1057130,16 - 30 DIAS,5000.0,0.0,16.05,78.23,PRECISO,22,DIGITAL,SÍ,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-6166197,16 - 30 DIAS,5000.0,4056.62,0.0,100.87,PRECISO,24,RED COMERCIAL,SÍ,PICHINCHA,SIERRA,TRANSPORTE Y LOGÍSTICA
DNI-3865084,16 - 30 DIAS,2417.0,1029.76,0.0,38.46,PRECISO,22,DIGITAL,NO,PICHINCHA,SIERRA,SECTOR PÚBLICO
DNI-7767404,31 - 60 DIAS,9616.0,0.0,106.33,192.73,PRECISO,35,RED COMERCIAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-4890314,16 - 30 DIAS,3619.0,3255.45,0.0,70.95,PRECISO,19,DIGITAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,SERVICIOS
DNI-3683772,6 - 15 DIAS,4571.0,0.0,56.25,130.9,PRECISO,13,DIGITAL,SÍ,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-6254917,6 - 15 DIAS,2500.0,0.0,34.15,65.4,PRECISO,10,DIGITAL,SÍ,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-651093,16 - 30 DIAS,24882.0,21174.24,0.0,499.12,PRECISO,25,DIGITAL,NO,PICHINCHA,SIERRA,TECNOLOGÍA Y TELECOMUNICACIONES
DNI-2682080,31 - 60 DIAS,3976.0,0.0,58.22,82.64,PRECISO,43,DIGITAL,NO,PICHINCHA,SIERRA,TRANSPORTE Y LOGÍSTICA
DNI-6935042,31 - 60 DIAS,5128.0,0.0,60.3,115.53,PRECISO,43,RED COMERCIAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-8203470,31 - 60 DIAS,2267.0,1748.36,0.0,42.4,PRECISO,32,RED COMERCIAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-2289219,16 - 30 DIAS,1987.0,1811.22,0.0,44.97,PRECISO,25,DIGITAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,SECTOR PÚBLICO
DNI-3572949,6 - 15 DIAS,12831.0,0.0,70.52,163.0,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,SECTOR PÚBLICO
DNI-7630820,6 - 15 DIAS,4596.0,0.0,80.86,103.13,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-3924842,16 - 30 DIAS,35406.0,0.0,587.91,681.54,PRECISO,25,RED COMERCIAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-5933481,31 - 60 DIAS,24963.0,0.0,378.77,638.5,PRECISO,53,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-1956754,6 - 15 DIAS,7000.0,0.0,97.07,183.0,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-8742544,6 - 15 DIAS,10819.0,0.0,129.17,352.48,PRECISO,11,DIGITAL,SÍ,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-8335783,16 - 30 DIAS,10000.0,9251.74,0.0,225.87,PRECISO,29,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-4859811,16 - 30 DIAS,5664.0,0.0,105.69,143.69,PRECISO,21,DIGITAL,SÍ,PICHINCHA,SIERRA,SECTOR PÚBLICO
DNI-5729356,6 - 15 DIAS,6000.0,0.0,103.97,189.01,PRECISO,10,DIGITAL,NO,PICHINCHA,SIERRA,SECTOR PÚBLICO
DNI-1363346,31 - 60 DIAS,29616.0,16523.53,0.0,433.51,PRECISO,39,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-2330116,31 - 60 DIAS,2265.0,1927.42,0.0,38.02,PRECISO,35,DIGITAL,NO,PICHINCHA,SIERRA,INDUSTRIA / MANUFACTURA
DNI-5626603,16 - 30 DIAS,3778.0,0.0,86.48,31.48,PRECISO,25,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-5449954,31 - 60 DIAS,19896.0,0.0,258.07,481.43,PRECISO,38,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-9424970,6 - 15 DIAS,11757.82,9487.51,0.0,105.94,AUTOS,14,DIGITAL,NO,SANTO DOMINGO DE LOS TSACHILAS,COSTA,COMERCIO
DNI-2624762,16 - 30 DIAS,9645.0,0.0,151.56,294.25,PRECISO,27,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-9136038,31 - 60 DIAS,15395.0,12260.82,0.0,326.71,PRECISO,53,RED COMERCIAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-7109631,6 - 15 DIAS,4373.0,3102.68,0.0,82.27,PRECISO,12,DIGITAL,SÍ,PICHINCHA,SIERRA,AGROPECUARIO
DNI-2469069,16 - 30 DIAS,2165.0,0.0,24.07,68.93,PRECISO,25,DIGITAL,SÍ,EL ORO,COSTA,AGROPECUARIO
DNI-8203281,6 - 15 DIAS,2573.0,1998.05,0.0,50.45,PRECISO,15,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-5176068,31 - 60 DIAS,17210.0,9888.44,0.0,246.28,PRECISO,38,DIGITAL,NO,GUAYAS,COSTA,SECTOR PÚBLICO
DNI-7763764,31 - 60 DIAS,6959.0,5463.11,0.0,122.6,PRECISO,50,DIGITAL,NO,GUAYAS,COSTA,CONSTRUCCIÓN
DNI-3921429,31 - 60 DIAS,4117.0,2482.4,0.0,61.39,PRECISO,55,RED COMERCIAL,SÍ,GUAYAS,COSTA,SERVICIOS
DNI-2296152,16 - 30 DIAS,10783.0,0.0,139.86,276.71,PRECISO,30,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-8970999,31 - 60 DIAS,5071.0,0.0,71.6,35.74,PRECISO,56,DIGITAL,SÍ,GUAYAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-8567531,31 - 60 DIAS,1500.0,1364.71,0.0,36.89,PRECISO,38,DIGITAL,NO,GUAYAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-5774116,16 - 30 DIAS,9605.0,5031.11,0.0,108.17,PRECISO,24,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-6261164,31 - 60 DIAS,20329.65,0.0,180.58,424.69,AUTOS,42,DIGITAL,NO,GUAYAS,COSTA,COMERCIO
DNI-6240365,31 - 60 DIAS,3000.0,0.0,32.6,108.43,PRECISO,38,DIGITAL,NO,GUAYAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-1318848,31 - 60 DIAS,3636.0,2930.41,0.0,70.54,PRECISO,40,DIGITAL,SÍ,GUAYAS,COSTA,SERVICIOS
DNI-3934659,16 - 30 DIAS,9064.0,0.0,112.45,194.6,PRECISO,17,DIGITAL,NO,GUAYAS,COSTA,EDUCACIÓN Y SALUD
DNI-9494921,31 - 60 DIAS,3259.0,0.0,54.79,101.62,PRECISO,43,DIGITAL,SÍ,GUAYAS,COSTA,SERVICIOS
DNI-3885025,6 - 15 DIAS,1612.0,0.0,30.54,32.97,PRECISO,12,DIGITAL,SÍ,GUAYAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-8978870,31 - 60 DIAS,18248.0,0.0,227.9,585.27,PRECISO,38,DIGITAL,NO,GUAYAS,COSTA,SIN ACTIVIDAD ECONÓMICA
DNI-5580076,6 - 15 DIAS,3000.0,1340.07,0.0,48.29,PRECISO,11,DIGITAL,SÍ,GUAYAS,COSTA,SECTOR PÚBLICO
DNI-4219191,31 - 60 DIAS,1509.0,1061.51,0.0,23.61,PRECISO,37,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-8614302,31 - 60 DIAS,25000.0,20409.53,0.0,268.51,PRECISO,43,DIGITAL,NO,GUAYAS,COSTA,EDUCACIÓN Y SALUD
DNI-4826994,6 - 15 DIAS,10000.0,0.0,118.55,321.92,PRECISO,12,RED COMERCIAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-4980655,31 - 60 DIAS,3330.0,1583.61,0.0,16.18,PRECISO,60,DIGITAL,NO,GUAYAS,COSTA,SERVICIOS
DNI-9824317,31 - 60 DIAS,4651.0,4129.1,0.0,98.17,PRECISO,42,DIGITAL,SÍ,GUAYAS,COSTA,COMERCIO
DNI-9911164,16 - 30 DIAS,11577.0,0.0,101.14,329.65,PRECISO,22,RED COMERCIAL,SÍ,ESMERALDAS,COSTA,EDUCACIÓN Y SALUD
DNI-3057981,31 - 60 DIAS,14843.33,9808.26,0.0,249.0,AUTOS,42,DIGITAL,NO,MANABI,COSTA,TRANSPORTE Y LOGÍSTICA
DNI-6582408,31 - 60 DIAS,3697.0,0.0,12.51,86.09,PRECISO,42,DIGITAL,NO,MANABI,COSTA,EDUCACIÓN Y SALUD
DNI-7031719,6 - 15 DIAS,2574.0,0.0,38.96,83.05,PRECISO,12,DIGITAL,NO,MANABI,COSTA,SERVICIOS
DNI-5284371,16 - 30 DIAS,3100.0,1519.7,0.0,17.63,PRECISO,19,DIGITAL,NO,MANABI,COSTA,TECNOLOGÍA Y TELECOMUNICACIONES
DNI-514445,6 - 15 DIAS,8310.0,0.0,120.55,224.3,PRECISO,11,DIGITAL,NO,GUAYAS,COSTA,SECTOR PÚBLICO
DNI-1700691,16 - 30 DIAS,11183.0,0.0,43.32,100.92,PRECISO,30,DIGITAL,NO,MANABI,COSTA,COMERCIO
DNI-2055226,31 - 60 DIAS,3773.0,2289.15,0.0,51.78,PRECISO,34,DIGITAL,NO,MANABI,COSTA,SECTOR PÚBLICO
DNI-1471192,16 - 30 DIAS,10498.0,0.0,143.44,242.86,PRECISO,25,DIGITAL,NO,MANABI,COSTA,EDUCACIÓN Y SALUD
DNI-3828164,31 - 60 DIAS,3500.0,0.0,45.34,36.26,PRECISO,38,DIGITAL,SÍ,MANABI,COSTA,EDUCACIÓN Y SALUD
DNI-8754860,16 - 30 DIAS,7000.0,0.0,54.8,51.59,PRECISO,30,DIGITAL,SÍ,MANABI,COSTA,SERVICIOS
DNI-1747355,6 - 15 DIAS,11102.0,0.0,142.76,288.11,PRECISO,10,DIGITAL,NO,COTOPAXI,SIERRA,SERVICIOS
DNI-540481,31 - 60 DIAS,10000.0,8113.35,0.0,179.16,PRECISO,35,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-9329412,16 - 30 DIAS,16261.0,14038.13,0.0,328.93,PRECISO,16,DIGITAL,SÍ,MANABI,COSTA,EDUCACIÓN Y SALUD
DNI-4505299,16 - 30 DIAS,1338.0,0.0,20.25,41.17,PRECISO,17,DIGITAL,NO,MANABI,COSTA,SERVICIOS
DNI-4069725,6 - 15 DIAS,10522.0,3090.46,0.0,32.46,PRECISO,14,DIGITAL,SÍ,MANABI,COSTA,EDUCACIÓN Y SALUD
DNI-3253968,31 - 60 DIAS,24381.0,7628.36,0.0,92.85,PRECISO,52,RED COMERCIAL,NO,MANABI,COSTA,SERVICIOS
DNI-5003945,31 - 60 DIAS,3000.0,0.0,20.54,35.05,PRECISO,50,DIGITAL,SÍ,MANABI,COSTA,AGROPECUARIO
DNI-2769558,6 - 15 DIAS,12129.0,9118.93,0.0,249.58,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-8191249,16 - 30 DIAS,4800.0,0.0,106.58,80.84,PRECISO,25,DIGITAL,SÍ,MANABI,COSTA,COMERCIO
DNI-8367899,31 - 60 DIAS,4390.0,3486.75,0.0,83.4,PRECISO,48,DIGITAL,NO,MANABI,COSTA,SECTOR PÚBLICO
DNI-8391016,31 - 60 DIAS,2744.0,0.0,0.3,41.72,PRECISO,57,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-4847020,31 - 60 DIAS,1500.0,1136.31,0.0,27.1,PRECISO,32,DIGITAL,NO,MANABI,COSTA,SECTOR PÚBLICO
DNI-2665354,6 - 15 DIAS,9606.0,5783.77,0.0,131.94,PRECISO,12,DIGITAL,SÍ,MANABI,COSTA,EDUCACIÓN Y SALUD
DNI-7742423,6 - 15 DIAS,8659.0,6407.61,0.0,152.19,PRECISO,12,DIGITAL,SÍ,MANABI,COSTA,SERVICIOS
DNI-2973434,16 - 30 DIAS,11577.0,7211.77,0.0,167.55,PRECISO,21,DIGITAL,SÍ,PICHINCHA,SIERRA,AGROPECUARIO
DNI-8724343,31 - 60 DIAS,9342.0,0.0,42.07,88.04,PRECISO,38,DIGITAL,NO,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-7131662,16 - 30 DIAS,3847.0,0.0,88.5,53.71,PRECISO,25,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
DNI-9739117,16 - 30 DIAS,10000.0,0.0,120.16,244.3,PRECISO,24,DIGITAL,SÍ,PICHINCHA,SIERRA,COMERCIO
DNI-5605454,31 - 60 DIAS,5052.0,0.0,78.95,104.53,PRECISO,35,DIGITAL,NO,MANABI,COSTA,EDUCACIÓN Y SALUD
DNI-627164,31 - 60 DIAS,3021.0,0.0,18.42,49.95,PRECISO,32,DIGITAL,NO,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-6184885,16 - 30 DIAS,8000.0,0.0,89.5,156.96,PRECISO,30,DIGITAL,NO,PICHINCHA,SIERRA,SECTOR PÚBLICO
DNI-1048971,16 - 30 DIAS,16655.07,0.0,321.66,136.32,AUTOS,29,DIGITAL,SÍ,SANTO DOMINGO DE LOS TSACHILAS,COSTA,TRANSPORTE Y LOGÍSTICA
DNI-6838420,31 - 60 DIAS,7158.0,0.0,97.8,199.9,PRECISO,47,DIGITAL,NO,CHIMBORAZO,SIERRA,MINERÍA Y EXTRACCIÓN
DNI-4367398,31 - 60 DIAS,7000.0,0.0,129.9,67.77,PRECISO,50,DIGITAL,NO,PICHINCHA,SIERRA,COMERCIO
DNI-670626,6 - 15 DIAS,26132.0,0.0,312.01,566.3,PRECISO,12,DIGITAL,NO,SUCUMBIOS,AMAZONIA,SERVICIOS
DNI-5924420,16 - 30 DIAS,2092.0,0.0,36.25,49.3,PRECISO,25,DIGITAL,NO,SUCUMBIOS,AMAZONIA,SERVICIOS
DNI-9436691,16 - 30 DIAS,11295.0,0.0,86.66,196.99,PRECISO,29,DIGITAL,SÍ,SUCUMBIOS,AMAZONIA,SIN ACTIVIDAD ECONÓMICA
DNI-8803752,31 - 60 DIAS,9604.0,7288.82,0.0,179.58,PRECISO,50,DIGITAL,NO,ORELLANA,AMAZONIA,SIN ACTIVIDAD ECONÓMICA
DNI-4959868,6 - 15 DIAS,5181.0,0.0,89.76,112.5,PRECISO,12,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-5702142,6 - 15 DIAS,5000.0,0.0,65.95,111.49,PRECISO,12,DIGITAL,SÍ,PICHINCHA,SIERRA,SIN ACTIVIDAD ECONÓMICA
DNI-3690529,16 - 30 DIAS,15592.79,0.0,219.53,174.75,PRECISO,26,DIGITAL,NO,PICHINCHA,SIERRA,EDUCACIÓN Y SALUD
DNI-2449586,16 - 30 DIAS,1852.0,1119.29,0.0,30.77,PRECISO,30,DIGITAL,NO,PICHINCHA,SIERRA,SERVICIOS
DNI-3265788,31 - 60 DIAS,9605.0,0.0,40.77,80.0,PRECISO,39,DIGITAL,NO,MANABI,COSTA,EDUCACIÓN Y SALUD
DNI-3586216,6 - 15 DIAS,2745.0,0.0,36.89,61.79,PRECISO,12,DIGITAL,SÍ,EL ORO,COSTA,COMERCIO
DNI-649094,6 - 15 DIAS,6000.0,5267.7,0.0,136.28,PRECISO,15,DIGITAL,SÍ,PICHINCHA,SIERRA,SERVICIOS
